,clean_tweet,label
1625,بيانات بشأن المرحلةamp لتطعيم BNTb من فايزر وبايونتيك أعراض جانبية كلاسيكية تحفيز مناعي ممتاز حتى فيمن عمرهمعام المرحلة الثالثة جارية تستهدفشخص تم حقنشخص متوقع تسليم اوراق الاعتماد/الإجازة في أكتوبر ,Pro-vaccine
1631,كأمراض المفاصل، مرض النوم القهري، متلازمة حرب الخليج، مرض الإلتهاب الليفي العضلي المزمن MMF، ومرض الزهايمر ولكن هذه العلاقة بين الألومنيوم وهذه الأمراض المزمنة لم يتم إثباتها حتى الآن، وتحتاج إلى دراسات مطولة في هذا الشأن COVID coronavirus كورونا vaccines Kuwait ,Anti-vaccine
1633, ممكن توضح أسباب رفضك للتطعيم واللقاحات ,Anti-vaccine
1665,أكثر سؤال هالفتره راح تاخذ اللقاح اذا كان اختياري عن نفسي لا ماراح اخذه ، مو لأني ضد التطعيمات بشكل عام ولكن لسبب واحد ان لقاح جديد و أعراضه الجانبيه غير معروفه,Anti-vaccine
1668, انتي ڤايروس مال الكمبيوتر احنا ناطرين اللقاح,Pro-vaccine
1674,من الحين أقولكم آنا أول وحدة باخذ لقاح كورونا ,Pro-vaccine
1691,بناء على النتائج المتوفرة للتجارب الإكلينيكية المرحلة الثالثة، حكومة ساوباولوتعلن أن تطعيم كورونافاك هو الأقل أعراضا جانبية وبالتالي الأكثر أمانا من بين التطعيمات التي تجرب فيمنها AZDاوكسفورد/استرازينيكا BNT AdCOVS جونسونampجونسون ,Pro-vaccine
1694, عندهم اللقاح اكيد,Pro-vaccine
1705, أولا كان هيدروكسي كلوروكوين الغير فعال و من ثم جهاز الفحص السريع الفاشل و من ثم ريميديسفير المتواضع و الآن التطعيم,Anti-vaccine
1733, سيطرتها تعتمد على وعي الشعوب وتفاعلهم في صنع القرارات مع حكوماتهم على سبيل المثال تراجع الحكومه الاستراليه عن فرض التطعيم الاجباري حين رفض الشارع الاسترالي لذلك الشعوب الواعيه تفرض هيبتها واحترامها على حكوماتها,Anti-vaccine
1756,وهكذا يصبح اللقاح المضاد لكوفيد أحد أدوات ترامب الانتخابيه بعيدا عن السياسه واهداف ترامب، نأمل ان يكون اللقاح فعالا وآمنا فعلا ,Pro-vaccine
1759,المواطن كان يبحث عن واسطه لعمل مسحه عن كورونا واليوم يريد من يسهل التطعيمات بالمستوصفات ومنا لوزير الصحة,Pro-vaccine
1763, بالنسبه لمنظمه الصحه اللقاح الوحيد الصالح للاستعمال هو لقاح بيل جيتس ولاغيره,Pro-vaccine
1773,التطعيم راح يوصل بريطانيا نهاية الاسبوع ويبلشون فيه,Pro-vaccine
1785,صندوق الاستثمار الروسي يقدم طلب الى منظمة الصحة العالمية لتسجيل اللقاح الروسي سبوتينك Sputnik V في قائمة الأدوية المؤهلة مسبقًا PML وهو إجراء سيسهّل إتاحة توفير اللقاح الروسي عالميا بسرعة للدول و الوكالات المهتمة ,Pro-vaccine
1808, ولسوف يعطيك ربك فترضى الايرضيك المناعه الطبيعيه الى اعطاها لنا الله والتى تغلبت على كل الامراض على مر العصىور وجهي الكلام لبيل جيتس الذي يفرض اراءه وتطعيمه على العالم دون اي خبره هل تعلمين عن مكونات التطعيم اذا طلب الطبيب منك اخذ سم,Anti-vaccine
1823, ابشرك ما اعرف واحد طبيب او غيره راح ياخذ اللقاح السالفه نشتري ونربح التاجر,Anti-vaccine
1828, دام جهاز المناعة قاومه اول مره حق شنو اللقاح ,Anti-vaccine
1829,بما ان لازالت جائحة كورونا موجوده وإلى ان يصلنا تطعيم لفيروس كورونا المستجد أو علاج فعّال تم اعتماده للفيروس أنصح وبشده وخاصةً هذا الموسم بأخذ تطعيم الإنفلونزا الموسمي ببداية شهر أكتوبر للوقاية من فيروس الإنفلونزا… ,Pro-vaccine
1833, أشرب اللقاح بدولكة بعد هههه,Pro-vaccine
1851,مع وصول بعض التطعيمات لمراحل متقدمة، هل ستقوم بأخذ التطعيم بعد ثبوت سلامته,Pro-vaccine
1875, اللي تفضلت يذكرهم دكتور هي أدوات نفسيه تساعد ع تقبل او رفض التطعيم لذلك أنا من مستخدمي هذه الأدوات لكن في المقابل راح اخذ التطعيم لكني راح احاول من خلال الأدوات المذكورة الاستفاده من التطعيم و استئصال كل ماهو سلبي منه,Pro-vaccine
1883, عفوا واللي بسبب تطعيم انشلّوا وسنوات على ما ردوا طبيعيين، هذول هم بتجبرهم عالتطعيم ,Anti-vaccine
1889, آخر الأخبار وفاة اردني بسبب لقاح صيني اماراتي اشلون اماراتي ما ادري لكن للاسف ماتوا بسبب هذا اللقاح يعني اللقاحات الصحيحه اهي الألمانية والامريكيه والروسية فقط والباقي لحد يضحك عليكم الله يرحم الجميع ويحفظنا وياكم من كل شر,Pro-vaccine
1898,ويطلع اخر شي مثل التطعيمات الي طبقوها بامريكا قبل جم سنه، وصارو عيالهم مشوهين يعني هل انا اذا رفضت التطعيم رفضت القضاء على الفيروس وتذهل ,Anti-vaccine
1937,طعِّموا ضد الانفلونزا الموسمية د ستيفين هان مفوّض هيئة الغذاء و الدواء وهو يتلقى تطعيم الانفلونزا الموسمية ,Pro-vaccine
1950,ما هي قيمة التطعيم ضد كوفيد للذين تقل اعمارهم عن سنة اذا نسبة الوفيات بدون تطعيم بسبب كوفيد تعادل نسبة وفيات الانفلونزا الموسمية ,Anti-vaccine
1951, الكويت إعلان حالة واحدة من إلتهاب النخاع المستعرض بعد تلقي اللقاح من استرازينكا للوقاية من الكورونا، يدل على دقة دراسة اللقاح لانه من الممكن ان تكون الحالة صدفة ولا علاقة لها باللقاح حماس البعض ضد اللقاح غير علمي وغير مبرر يتبع,Pro-vaccine
1962,هناك فرق بين وجود اللقاح وتوفره وما اذا هذه اللقاح فعال وآمن وصالح للإستخدام الآدمي تعليق الدكتور فاوتشي: ,Pro-vaccine
1966, الله أعلم لعل اللقاح يوجد وقتها,Pro-vaccine
1969,في لندن، تجمع أكثر من آلاف شخص من أصحاب نظرية المؤامرة من أجل الاحتجاج على فيروس كورونا وقيود الإغلاق وبرامج التلقيح، حيث يؤمنون أن الفيروس مجرد خدعة نضحك على من يصدقه وعلى من يلبس الكمامة ,Anti-vaccine
1979,روسيا تعلن الانتهاء من تطوير لقاح ضد كورونا وتكشف موعد بدء عمليات التطعيم السكاني روسيا لقاح كورونا ,Pro-vaccine
1985,تابع التغريدة أعلاه ما ذكروه العاملين على تطوير لقاح سبوتنيك في التغريدة المقتبسة هو تماما ما طرحته في الفيديو أعلاه في الدقيقة ⏰: وهو ما يميز التطعيم الروسي سبوتنيك عن تطعيم أوكسفورد/آسترازينيكا AZD ,Pro-vaccine
1993,سواها الروسي اللقاح الروسي ,Pro-vaccine
2015, كرونا كرووووونا خل يطلعون اللقاح ,Pro-vaccine
2036,انا خايف اذا سقط ترامب يسحب علينا وما ينفذ وعده وما يطلع لقاح ,Pro-vaccine
2042,إن شاء الله نهاية ديسمبرجميع الفيروسات لم تدم اكثر من سنتان في عامظهر فايروس فلونزا الاسبانيه وقتلتمليون شخص وبقدرت الله أنتهي بعد عام في عامقبل ظهور اللقاح والجدري والطاعون حتي فايروس أيبولا الذي ظهر عامضعف ولم ينتهي خلال سنتان علي الرغم انه لم يجدوا لقاح لإيبولا ,Anti-vaccine
2048,ڤلادمير بوتين يعلن عن تسجيل روسيا لأول لقاح ضد فيروس كورونا المستجد ويصرح بأن إبنته قد تم تطعيمها به ,Pro-vaccine
2060,اها حلو جذي نظامهم ننطر يعلنون ان ممكن تخزينه بدرجة حرارة الغرفه ونشتريه بدال لقاح موديرنا ,Pro-vaccine
2068, المشكله ان اللقاح في نانو الالمنيوم وغير مدروس اذا دخلت هذه الماده إلى المخ ولماذا الالمنيوم لأنها ماده مجهزه بالمكروسكوبات للتحكم بها مادري هذه الاشاعات عن علم النانو,Anti-vaccine
2072,الكورونا وضحت للناس الخطر المجتمعي للإصابة بالفايروس حتى للأصحاء هذا المنطق نفسه ينطبق على فايروس الانفلونزا الموسمي ، لذلك تطعيمك السنوي مهم ، ليس فقط لحماية نفسك ، بل لحماية المجتمع يبدأ توفير تطعيمات الموسم القادم مع انتهاء الصيف ، لا تتأخر في التطعيم عند توفره,Pro-vaccine
2086,أخبار الآن/ استقالة كبير أطباء الجهاز التنفسي في روسيا بسبب مخاطر لقاح كورونا عبر تطبيق نبض ,Anti-vaccine
2132,محد ترك اثر في حياتي غير ابره التطعيم,Pro-vaccine
2145, اي لقاح ليش دول العالم ما عالجت شعوبها فيه يمكن مخصص حق الكويت قولوا كلا معقول الوزير والوكلاء جميعا والمستشارين يجب أن يحاسبوا على هذا اللقاح اللي ما عالج أحد في اي دوله شعبنا ليس للتجارب الكويت الديوان الأميري مجلس الوزراء امير الكويت ,Anti-vaccine
2148, بعد اللقاح انا بنحاش اشهر مابي اشوفه ويه احد 🤣🤣,Pro-vaccine
2154,اللي يتعالجون بالطاقه و الريكي و قانون الجذب و الطقوس الروحانيه محتجين على تطعيمات الكورونا لأن ما عليها أبحاث كافيه ,Pro-vaccine
2156,صج وزير الصحة مخلي اللقاح حق الكبار بالعمر واصحاب الامراض المزمنة وشايل العزابية من الحسبة عشان يضحي فيهم ,Pro-vaccine
2166,ضحايا التطعيم فهل نعتبر ,Anti-vaccine
2183,اللي ضد اللقاح شمعنى ماصرتوا ضد التطعيمات السابقه مثل الجدري و شلل الاطفال وغيرها هل عندكم دراسة كامله عن التطعيمات السابقه ,Pro-vaccine
2220,كل الشعوب التي ستسكت توقع تلقيحها إجباراً كما تم تكميمها وسكتت، وتم تعقيمها فسكتت، وتم حجزها فسكتت، وتم منعها من السفر فسكتت، سيتم المشي على القائمة,Anti-vaccine
2257,تابع التغريدة أعلاه توقف التجارب الإكلينيكية للدواء والتطعيم إجراء احترازي لظهور أعراض مرضية لمشاركَين هذه الأمور لاعلاقة لها بذكاء ودهاء وخبث الفيروس هي نتاج عاملين ⃣جسم المشارك و جيناته + ⃣الدواء/التطعيم هناك عشرات التجارب المستمرة ضد الفيروس ,Pro-vaccine
2269,حالات التعافي حول العالم بلغت أكثر من مليون اللقاح الروسي اثبت نجاحه وسوف يكون متوفر خلال الأشهر القادمة أكثر من لقاح في مراحلة الأخيرة وقريبا ان شاء الله راح يثبت نجاحه أين منظمة الصحة العالمية عن هذه الأخبار المفرحة ,Pro-vaccine
2270, كلام فاضي ترويج للقاح من مسحه بنسبة ٪ تعتبر من اقل النسب مقارنةً بالنسب اللي اوصلتو الى ٪ واستمرت طول فترة الحظر الكلي والجزئي راجعوا النسب ايام الحظر الجزئي والكلي وراح تعرف ان السالفه خرااااااااااا,Anti-vaccine
2323,شركة جونسونampجونسون تنشر نتائج دراسات على حيوانات مخبرية تطعيم، حفز المناعة للحماية من ظهور المرض، ولتقليل نشاط الفيروس وللقضاء على الفيروس خلال أسبوعين متوقع أن تكون النتائج على البشر مشابهة التطعيم سيدخل المرحلة الثالثة في شهر سبتمبر ,Pro-vaccine
2334,مادري ليش ما تحلطمتوا على اللقاحات اللي قبل مالوت الشلل والجدري والفلو اللقاح هذا لازم يستعجلون فيه لان الوباء خطر وبعدين توفرت المبالغ من منظمة الصحة والدول وبعدين ماكو سفر بدونه🤪,Pro-vaccine
2336,*مبادرة لإنتاج لقاح كوفيد * مبادرة لإنتاج لقاح فعال وآمن لكوفيد وخالي من الفيروسات ومركباتها، تقوم بها *شركة رين كاسل بايو RainCastle Bio Limited * وهي شركة خاصة بريطانية مقرها لندن ، أسسها علماء وباحثون عرب وأوروبيون ما يميز أبحاثنا هو تمكين ,Pro-vaccine
2350,متى اللقاح,Pro-vaccine
2362, اول ناس لازم ياخذون اللقاح الدكاتره,Pro-vaccine
2388,وزارة الصحة: تخصيص حملة التطعيمات الشتوية للمواطنين فقط في الفترة الحالية ,Pro-vaccine
2406,عاجل مصادر صحية لـ «القبس»: أولوية للكويت في لقاح فايزر • مليون جرعة تصل على مراحل اعتباراً من نهاية ديسمبر بعد اعتماده رسمياً ,Pro-vaccine
2435,اللقاح لكبار السن والصفوف الاماميةواللي يعز علينا مفضلة,Pro-vaccine
2439,هبوط حاد لأسعار الذهب دون الفي دولار للاونصة واسعار النفط ترتفع بقوة على وقع مؤتمر صحفي للرئيس بوتين والاعلان عن نجاح روسيا في إنتاج لقاح لفايروس كورونا ,Pro-vaccine
2456, لازم عموما اللقاح طلع جرعتين خفيف وتنشيطي مثل hepatitis تقريبا ,Pro-vaccine
2458,شركة نوفافاكس تعلن بداية التجارب الإكلينيكية المرحلة الثانية في الولايات المتحدة الأمريكية و أستراليا مشارك نصفهم ستكون أعمارهم بين عام 🧪المرحلة الثانية تهدف لفحص قدرة التطعيم على التحفيز المناعي، و التأكد من المأمونية ,Pro-vaccine
2487,يعتقد الحل في سجن او ارباك حياتهم يا أخي عالج ال لا تعاقب لا تظلم لا تلقح ال هذا ما يحصل للبشر اليوم برمجة غبية فكر دون ارباك كل الناس واقتحام حرياتهم وتعريضهم لخطر من لقاح غير مدروس صعبة تنفهم كيف هؤلاء ضامنين الآمان أليس من الممكن أن تكون المتضرر ,Anti-vaccine
2514,تصريح لأحد المسئولين ،، لن يكون هناك انتقال الي المرحلة الخامسة إلا اذا توفر اللقاح او يكون الوضع زيرو إصابات وبعدين يتهمون المواطن اهو سبب انتشار الفايرس شنو جوهم الجماعة ,Pro-vaccine
2523,مايصير تيبون لنا انواع لقاح ونتنقى أي واحد نبي ,Pro-vaccine
2534,محد ترك أثر بحياتي غير إبرة التطعيم,Pro-vaccine
2545,حاليا راضيه بأي نائب للمجلس بس نبي نواب كول فرفشه ملينا من الجائحة نبي ناس تنظم لنا السياحة والمنتجعات نبي انفتاح للسواح ان شالله بعد التطعيم ترجع الامور لطبيعتها نبي وناسة ,Pro-vaccine
2550,شركة ساينوفاك تطرح نتائج أولية لتجارب إكلينيكية أجريت على كبار السن بعمر المرحلة/ لتطعيم كورونافاك التطعيم آمن دون أعراض شديدة حفز إنتاج الأجسام المضادة المحيدة بمستوى مقارب للبالغين الشباب التطعيم عبارة عن فيروس كورونا معطل ,Pro-vaccine
2555, المفروض احنا كبار السن يفتحون لنا المجال فحص فوري مو لازم موعد وحتى التطعيم للافلونزا يمرون علينا بالبيت نستاهل تعبنا وربينارجال ونساء البلد والله نستاهل,Pro-vaccine
2563, اي والله يمع لين اييك اللقاح ,Pro-vaccine
2578,وتقوية الجهاز المناعي لمحاربة فيروس كوفيد والخلايا المصابة والمنتجة للفيروس داخل الجسم، وذلك بإستخدام تركيبة طبيعية للقاح بحيث تكون جميع مركباته من عناصر طبيعية يهدف هذا اللقاح لأن يكون ملائم لفئة الأطفال وكبار السن ومنقوصي المناعة ,Pro-vaccine
2590,الشعب يبي ياخـذ اللقاح عشان يسافرون بعطلة الكرسمس ,Pro-vaccine
2606,يبيلة تروح روسيا يجربون عليك التطعيم الروسي وترجع الكويت تختبره لانه باجي العالم جنهم مطولين,Pro-vaccine
2614, What a star الصراحة محد يضحك كثر اللي يقول ابي امارس حقي و حريتي و مابي اخذ اللقاح 🤡,Pro-vaccine
2650,فايزر تعلن أن لقاحها ضد كورونا فعال بنسبة وذلك وفق نتائج المرحلة الثالثة من التجارب ,Pro-vaccine
2653, طبعاً الحين عادي بعد يطلع كلام ان هذا اللقاح اهو اللقاح الي باقوه الهكر الروس من بريطانيا وامريكا و و و,Pro-vaccine
2697,الحكم خارج السياق قد يعميك عن رؤيه الحقيقه، هذه امثله بسيطه على الامراض اللي قلّت بعد انتشار التطعيمات ,Pro-vaccine
2705, الكويت اللقاح الروسي لم يحدث أعراض جانبية بل انتج الأجسام المضادة للكورنا في اليوم بعد الحقن ووصل ذروته يوم يالله تشفي جميع المرضى وتحمي الأصحاء من هذا الفيروس اللعينهانت مجلة لانستالطبيّة ,Pro-vaccine
2711,الاتحاد الأوروبي يتوصل لاتفاقية مع شركة بايونتيك وفايزر لشراء مليون جرعة تطعيمBNT مع خيار شراءمليون جرعة أخرى متوقع بداية الشحن مع نهاية التطعيم يسير بثبات نحو تسليم أوراق الاعتماد/الإجازة في أكتوبر ,Pro-vaccine
2713,عبدالله جرب اللقاح الياباني و النتايج طيبة الحمدلله الديوانية ديوانية المارينا ,Pro-vaccine
2729, السلام عليكم ورحمة الله وبركاتة اخوي طلال وأرقام الإصابات والوفيات والتعافي في الكويت والعالم اللي تسجل يومياً كورونا مو كذبة اصبح امر واقع بالإضافة الي قلة المسحات بس الكذبة الكبيرة اللقاح ويثار حولة من لغط,Anti-vaccine
2739,ما نطعم الوافد تطعيم الإنفلونزا ثم يمرض وافد مرض انفلونزا شديد ويدخل الإنعاش ويحتل سرير العناية المركزة ويحرم كويتي من هذا السرير حتى بالتفكير العنصري كذلك واجب علينا تطعيم الوافدين كلنا بمركب واحد ,Pro-vaccine
2744,مرض نسبة الشفاء منه واللقاح نسبة فعاليته وفقا لمطوريه ما بين إلى مالفائدة من اللقاح احتاج طبيب يحل هذه المعادلة لي,Anti-vaccine
2745, التطعيم يسبب سرطان وموت بنسبه تفوق ما ذكرت بكثير انت تدافع عن سم زعاف,Anti-vaccine
2795,د شعيب القلاف: نحن في بداية الموجات الثانية ابتعدوا عن الإشاعات والإلتزام بالاشتراطات حتى ايجاد اللقاح اللازم ,Pro-vaccine
2797,آخذ اللقاح والبس الكمامة من باب الحيطة والله الحافظ ,Pro-vaccine
2808, استرا زينكا عملاق الصناعات الدوائية تعلن عن لقاح كورونا و بنسبة فعالية تصل الى ٪ ، أخبار مفرحة و تدعو للتفاؤل ,Pro-vaccine
2811,حبايبي صبروا شوي وبتلاكون دواء كورونا يباع بكل مكان لان كل دوله كاعده تجرب وتصنع واحنا حقل تجارب انا وحده ماني ماخذته والله خير حافظ يقولون اول جرعه حراره بالجسم شل الله حادني,Anti-vaccine
2814, بما اني معيده بعلم الفيروسات والميكروبات افضل انصاب كورونا واتعالج ولا اخذ لقاح لان مادري شنو اثاره الجانبيه اللي تطلع بعد سنوات لازم يكون اختياري مثال ان في لقاحات تؤثر عالانحاب مثلا في ناس تقول عادي مافيني عيال اخذ بس في ناس لا همهما الطفل,Anti-vaccine
2828,يجب أن يجرب ترامب حقنة الديتول والكلوريكس التي وصفها للعالم ,Anti-vaccine
2855,حذاري حذاري من أخذ اللقاح ضد لاكورونا هذا اللقاح به شريحة جينتات تغير كثيراً أمزجة المواليد للجيل القادم وبنفس الوقت بة شريحة أصغر من حبة الأرز وبأستطاعتهم من خلال الشريحة أن يعرفو سيرتكم وتحريكالاجهزه وأيضًا إيقاف قـلـبـك في ثواني المشغل على الأقمار الصناعية kuwait Q Egypt,Anti-vaccine
2859,الاتحاد الأوروبييوقع اتفاقية مع استرازينيكا لتوفيرمليون جرعة تطعيم AZD أوكسفورد مع خيار شراءمليون جرعة إضافية في حال نجاح و اعتماد التطعيم تطعيمAZD يجرب إكلينيكيًا في المرحلة الثالثة بريطانيا البرازيل جنوب أفريقيا ,Pro-vaccine
2863, ماراح اقتنع لان انا دارسه عن اللقاح والأمراضواعرف ان لولا اللقاح كنا شفنا أمراض ونص العالم انتكلامكم انسانه كلشمافي دكتور فاهم بهالشي يقول التطعيم مصرالاطعيم مصر لفئة معينه من الناس فيهم أمراض,Pro-vaccine
2865,اللقاح الروسي جزء منه مأخوذ من رئة الثور ,Anti-vaccine
2900, عن نفسي طعمت بنتي على طول طاحت حراره وللعلم الصغار يعطونهم بتطعيم مرتين المره الثانيه سحبت عليهم وماطعمت لان على طول مرضت حراره وبهالوقت اي حراره اشتباه كورونا ويحطونهم مع اللي فيهم كورونا عن نفسي ماراح اطعم عيالي,Anti-vaccine
2906,حظر جزئي حتى يصل اللقاح المرحلة الرابعة,Pro-vaccine
2940, الكويت نجاح علاج البلازما ساعة من التشخيص من المرضى المتشافين من الكورونا في تقليل نسبة الوفيّات خلال يوم، جعل FDA الذي سمح به للحالات الحرجة منذ مارس يسمح به لتقليل المضاعفات حتى الآن هناك الف مريض عولج به أعتقد ان هذا الخبر مهم وخلي اللقاح يتوفر على مهله,Pro-vaccine
2945,أظن اللقاح الروسي دقّه ,Anti-vaccine
2967, دكتور متى متوقع نعرف نتيجه phase لاي تطعيم وانا قبل سمعت اكسفورد كان متوقع شهر هل بيتأخر بسبب الايقاف الي صار ,Pro-vaccine
2971, كذاب ونصاب يدعي المرض علشان يروج حق اللقاح الامريكي وعلشان حملته الانتخابيه خلال يومين طلع من المستشفي مافيه شي والعالم الطيب فيهم اقل شي يجلس في المستشفي يوم علي الاقل,Anti-vaccine
2985, دكتور حمد ما تطرقت الى مكونات اللقاحات السامه كالزئبق والالمنيوم وغيرها هل توافق على ادخال هذه السموم بجسم طفل في اول يوم من ولادته لماذا المخاطره بلقاح كورونا ونسبه الشفاء منه تصل ٪ اسئله لا اجد لها جواب,Anti-vaccine
3008,كوكي ما يطق الطار مقلوب أراهنكم إن الأغلبية العظمى راح تاخذ اللقاح و يمكن كلهم بعد و أراهنكم بعد إنهم راح يتذرعون بإجبار الدولة لهم و إذا ما أجبرتهم الدولة راح يلاقون لهم سالفة ثانية تضطرهم لأخذ اللقاح هذا و استغفر الله لي و لكم,Pro-vaccine
3018, اللقاح مو علاج,Anti-vaccine
3046, اي سوالف الأمريكان ويا الروس فيها استعباط عقوبات بعدين فيلم كيف انقذوا البشرية باللقاح الأمريكي ,Anti-vaccine
3076,وصلتني أسئلة عن تطعيم الانفلونزا الموسمية هو تطعيم مقتول/معطل Inactivated ينصح فيه الجميع 🤰الحامل و🤱المرضع الاطفال من+شهور و‍‍‍الكبار التطعيمات تكتشف لحماية من هم في دائرة الخطر مثل مرضى القلب والشرايين، السكري، الربو، السرطان، أم أس، الثعلبة، الروماتيزم، الاكزيماالخ ,Pro-vaccine
3094, تطعمنا و الحمدلله في المركز الصحي الحي ، من دخولي للمركز حتى الخروج اقل من دقايق ,Pro-vaccine
3112,اكثر جواب قلته اليوم اي انشالله اول مايوصل راح اخذ التطعيم,Pro-vaccine
3117,غريب جدا استسلام دولنا لأوامر منظمة الصحة العالمية في ظل التضارب في أقوالها، وتقارير من متخصصين تكذّب ادعاءاتها الشعوب الحرة انتفضت وضغطت وأدى ذلك الى تراجع بعض الدول في موضوع اللقاح الإجباري، و علينا في الكويت القيام بنفس الشيء وممارسة حقوقنا الإنسانية وألا نكون حقل تجارب ,Anti-vaccine
3118,قبل بداية التجارب الإكلينيكية التغريدة المقتبسة استضاف برنامج مارMarr البروفيسورة سارا جيلبيرت قائدة فريق تطعيم AZD عملت سابقا على تطوير لقاح ضد ميرس كورونا وتطرقت لأهمية التطعيم مقارنة بالمناعة المكتسبة من عدوى كورونا اللقاء كامل ,Pro-vaccine
3128,نتائج أولية من آسترازينيكا لتطعيم AZDأوكسفورد التطعيم: جرعتين بينهما شهر تجربة التطعيم بنظامين أشخاصحُقِنوا جرعة أولى نصف الثانية كفاءة التطعيم كانت أشخاصحقنوا بجرعتين متساويتين كفاءة التطعيم كانت متوسط الكفاءة ,Pro-vaccine
3144, ويمكن الدول إلي ينزورها تشترط أخذ اللقاح ، مو شرط يكون من الكويت 🤷‍,Anti-vaccine
3150,شهر لقاح كورونا بالكويت بأذن الله ,Pro-vaccine
3152, وزارة الصحة: تدشين حملة التطعيمات الوقائية للإنفلونزا الموسمية والالتهاب الرئوي خلال ايام، مع مضاعفة كميات الطعوم إلى أضعاف هذا العام، تزامناً مع انتشار فيروس كورونا وزيادة معدلات الإصابة ,Pro-vaccine
3161, اذا نسبة الشفاء ٪ ليش التطعيم مع كل التسريبات والشكوك حول اهداف التطعيم ,Anti-vaccine
3177,شركة نوفافاكس تنشر بيانات ونتائج المرحلة/للتجارب الإكلينيكية لتطعيم NVX CoV أعراض جانبية كلاسيكية: ألم واحمرار موقع الحقن ارتفاع في التحفيز المناعي تجاوز أقصى بلازما المتعافين التطعيم يحتوي مواد محفزة مشتقة من نبتة كويلاجاQuillaja ,Pro-vaccine
3180,لا مو غريب كلش متوقع جدا و اكثر و اكثر المهم عندهم ربط الاعلاف مع فلم التطعيم الدعومات الخ الخ شوف الجثث الي موزعة في البر صوب الياح ,Anti-vaccine
3194, لا ليش نندثر، اللي خايف على نفسه يتطعم,Pro-vaccine
3197, هناك فئات اختطار يجب حمايتها من الڤايروس ومضاعفاته، والتطعيم من أفضل وسائل الحماية التطعيم الناجح يحد من انتشار الڤايروس، ويؤدي إلى مناعة القطيع اذا تم تطعيم نسبة كبيرة من المجتمع التطعيم قد يعجل من سرعة القضاء على الڤايروس نهائياً، و,Pro-vaccine
3198, اي اتوقع اللقاح بيصير عليه سوالف، مثلا السعر دبل دبلات، يدخلون وكيل محلي غصب عشان يفيدونه ، يقولون مستوردين ملايين لقاح و عقب يومين تتفاجأ الكمية خلصت، و حق علية القوم ، نشوف يا واحد من هذيل او جميع ما سبق الله يستر,Pro-vaccine
3200, هناك فئات اختطار يجب حمايتها من الڤايروس ومضاعفاته، والتطعيم من أفضل وسائل الحماية التطعيم الناجح يحد من انتشار الڤايروس، ويؤدي إلى مناعة القطيع اذا تم تطعيم نسبة كبيرة من المجتمع التطعيم قد يعجل من سرعة القضاء على الڤايروس نهائياً، وهناك أدلة علمية وتاريخية على ذلك ,Pro-vaccine
3201, ماشاء الله الله يعطيكم الصحة و العافية ينصح بالنوم مساء لفترةساعات لدعم كفاءة التطعيم,Pro-vaccine
3203, التطعيم لازم كل سنه تاخذه ، وهذه عن تجربة شخصيه في نوفمبر التطعيم ضد انفلونزا بأمريكا كان مجاني واكتشفنا ان هذه تجارب ودراسات علينا لتطوير اللقاح سنويا ومرضنا بالانفلونزا بعد اقل من شهور واخذنا علاج له ,Anti-vaccine
3206, الكويت أرجو الالتزام بالحكمة وعدم إطلاق المخاوف من اللقاح دون معرفة،قبل أن تتوصل الجهات العلميّة إلى الرأي الثابت بشأن أي لقاح بالرغم من إيماني المطلق بحق أي إنسان في أن يقرّر ما يدخل جسده ولكن في حالة الجائحة فإن الحد من انتشار المرض في المجتمع هو حق عام ننتظر وندرس بعناية,Pro-vaccine
3210,اللقاح هالسنين تغير طعمه بتاتا أصبح كأنه ماي غلبان مر وبدون رائحه ولا طعم بالشاي ما تعرفون لقاح زين,Pro-vaccine
3217, عودة مباركة مع مفاجآة اللقاح الروسي,Pro-vaccine
3220, الحمد لله، لعل الفرج قريب، وكنت أتمنى لو سمعنا وراينا اكتشاف لقاح من أطباء عرب ، آلاف مراكز أبحاث ومختبرات في الوطن العربي ولكن دون إنجاز فعلي خلال أزمة كورونا فقط أخبار متواضعة لم ترقى إلى الطموح,Pro-vaccine
3230,السلطات الصحية في الأرجنتين توافق على إجراء التجارب الإكلينيكية المرحلة الثالثة لتطعيم ساينوفارم Sinopharm التطعيم يجرب في نفس الوقت في مراحل متقدمة جدا في الإمارات العربية المتحدةو مملكة البحرين و جمهورية بيرو والمملكة المغربية ,Pro-vaccine
3241,بشائر الخير بدات انا لو منهم اعطي اللقاح للطلاب اولا ,Pro-vaccine
3251, للاسف ما راح يسمح لهمبااقامه الافراح حتى ياخذوا اللقاح,Anti-vaccine
3252, معقوله محد فيهم دور على Antivirus ،،،،،كلهم صاروا يدورن على لقاح,Pro-vaccine
3258,خلصنا من اللقاح الروسي أمس جالنا التركي قلتلكم أمس رحنا فيها يا جدعان ,Anti-vaccine
3264,الأعزاء في الإمارات العربية المتحدة طعّموا و من تحبون ضد الانفلونزا الموسمية احموا أحباءكم كبار السن، يأتيهم اللقاح إلى المنزل ,Pro-vaccine
3266,والله نصيحة من القلب لكل من لا يريد أخذ اللقاح و بافتراض منحك حرية الاختيار روح و سو فحص شامل و تأكد من سلامة جسمك و قلبك و جهازك التنفسي أو عدم وجود أي تاريخ مرضي في العائلة جلنا ما يعلم مدى قوة و سلامة جسمه عشان چذي ناس شباب توفوا من الفايرس حفظكم الله و سلمكم من كل شر,Pro-vaccine
